station,latitude,longitude,river,RPI,DO(Electrode),BOD5,SS,NH3-N,pH,temperature,RPI_unit,DO(Electrode)_unit,BOD5_unit,SS_unit,NH3-N_unit,pH_unit,temperature_unit
WIDNR_WQX-10040161,44.64111,-90.15654,Unnamed DS 29th St,,8.55,,,,7.45,19.6,,mg/L,,,,,deg C
WIDNR_WQX-10040246,42.855587,-88.41805,Mukwonago River at entrance to Rainbow Springs property,,,,,,,21,,,,,,,deg C
WIDNR_WQX-10040317,44.525566,-92.05729,Little Plum Creek at Morsbach crossing,,9.46,,26.2,,8.58,20.1,,mg/L,,mg/L,,,deg C
WIDNR_WQX-10040319,43.578407,-90.65693,Otter Creek NE of STH 82 at Sarnowski property,,5.5,,,,,18,,mg/L,,,,,deg C
WIDNR_WQX-10040382,43.183796,-89.44664,Sixmile Creek at Division St and Knightsbridge Rd,,13,,,,,8,,mg/L,,,,,deg C
WIDNR_WQX-10040407,42.653088,-89.50558,Unnamed Trib (879600) to Searles Cr at CTH S,,,,,,,,,,,,,,
WIDNR_WQX-10040410,42.657303,-89.50567,Searles Cr at CTH S,,,,,,,,,,,,,,
WIDNR_WQX-10040536,43.89426,-89.56947,Lawrence Creek at Eagle Ave,,,,,,,3.1666666666666683,,,,,,,deg C
WIDNR_WQX-10040558,44.5218,-89.224106,Nace Creek (Upper) - Trout Cr. Rd,,,,,,,4.449999999999999,,,,,,,deg C
WIDNR_WQX-10040582,43.05251,-88.171515,Poplar Creek at Enterprise Ave,,14.2,,,,,2.8,,mg/L,,,,,deg C
WIDNR_WQX-10040597,42.833576,-89.06372,Saunders Creek at Chaucer St,,10,,,,,25,,mg/L,,,,,deg C
WIDNR_WQX-10040611,44.850502,-92.62475,South Fork of Kinnickinnic River on UWRF Campus,,12,,,,,28.9,,mg/L,,,,,deg C
WIDNR_WQX-10040636,44.161247,-87.59332,West Twin River at Woodland Dunes Nature Center,,14.5,,,,,21.7,,mg/L,,,,,deg C
WIDNR_WQX-10040639,43.206936,-88.158516,Willow Creek at Willow Creek Rd,,,,,,,2.7777777777777777,,,,,,,deg C
WIDNR_WQX-10040644,43.049126,-89.39612,Wingra Creek at Gardner Marsh,,27,,,,,19,,mg/L,,,,,deg C
WIDNR_WQX-10040688,43.99684,-89.75188,Little Roche A Cri Creek at 8th Drive / Czech Ave.,,,,,,,3.583888888888889,,,,,,,deg C
WIDNR_WQX-10040743,43.023567,-89.40029,Nine Springs at Jenni and Kyle Preseve,,14.01,,,,,21,,mg/L,,,,,deg C
WIDNR_WQX-10040760,43.982834,-89.79708,Friendship Lake - Near 11th Ave (Site #2),,,,,,,19.66666666666667,,,,,,,deg C
WIDNR_WQX-10040800,43.113611,-90.058355,Lowery Creek at CTH Z,,,,,,,,,,,,,,
WIDNR_WQX-10040814,46.685917,-91.929726,Lake Superior - Point off Schaffer Beach 3.6 m contour (Station 10040814),,,,ND,,,,,,,mg/L,,,
WIDNR_WQX-10040851,42.644096,-89.48579,Searles Creek at Decatur-Sylvester Rd,,,,,,,,,,,,,,
WIDNR_WQX-10040926,43.070446,-88.10212,Underwood Creek at Pomona Dr,,,,,,,,,,,,,,
WIDNR_WQX-10040927,43.075561,-89.421758,Willow Creek (Lake Mendota) at Linden Dr foot bridge,,5.85,,,,,13,,mg/L,,,,,deg C
WIDNR_WQX-10040928,45.207367,-87.752014,Twin Creek N of Twin Creek Rd,,9,,,,7,9,,mg/L,,,,,deg C
WIDNR_WQX-10040929,43.16203,-87.95245,Brown Deer Park Creek at Brown Deer Park,,,,,,,,,,,,,,
WIDNR_WQX-10040970,45.569878,-92.50204,Little Butternut Lake - Deep Hole,,,,,,,,,,,,,,
WIDNR_WQX-10041000,44.724205,-89.18995,Commet Creek - Blue Goose Rd (20m US),,,,2.80,,,,,,,mg/L,,,
WIDNR_WQX-10041320,43.91739,-89.08009,White River - White River Rd Landing,,,,24.2,,,,,,,mg/L,,,
WIDNR_WQX-10041326,43.950775,-89.347336,Chaffee Creek at 14th Ave,,,,,,,1.4055555555555561,,,,,,,deg C
WIDNR_WQX-10041414,45.016254,-87.14869,Heins Creek E of Hwy 57,,10.12,,,,,17.8,,mg/L,,,,,deg C
WIDNR_WQX-10041501,44.424984,-89.78803,Landing at Biron & 32rd Street N - Wisconsin Rapids Flowage,,12.8,,2.80,0.698,7.35,2.1,,mg/L,,mg/L,mg/L,,deg C
WIDNR_WQX-10041507,43.859588,-88.889943,Unnamed Tributary to Silver Creek at Murray Rd (WBIC 147000),,11.5,,,,,14.4,,mg/L,,,,,deg C
WIDNR_WQX-10041573,43.015285,-88.313156,Unnamed Trib to Brandy Brook at Retzer,,3,,,,,11.1,,mg/L,,,,,deg C
WIDNR_WQX-10041685,42.982594,-89.26489,Yahara River Canoe Launch,,3.5,,,,,0.6,,mg/L,,,,,deg C
WIDNR_WQX-10041762,45.244457,-88.602999,Deadman Lake - Center,,,,,,,,,,,,,,
WIDNR_WQX-10041821,43.95577,-89.39048,Chaffee Creek at 11th Lane,,,,,,,1.5833333333333341,,,,,,,deg C
WIDNR_WQX-10041835,44.52301,-89.204124,Nace Creek at Wastrud Road,,,,,,,3.5388888888888874,,,,,,,deg C
WIDNR_WQX-10041912,43.847415,-89.831402,Fairbanks Creek at Ember Ave,,,,,,,3.4777777777777765,,,,,,,deg C
WIDNR_WQX-10042003,46.089029,-91.91828,Horseshoe Lake - Deep Hole,,,,,,,11.500000000000002,,,,,,,deg C
WIDNR_WQX-10042010,46.086434,-91.929779,Horseshoe Lake - West Basin,,,,,,,,,,,,,,
WIDNR_WQX-10042016,44.494434,-89.319548,Stoltenburg Creek at Cty Rd SS at Nelsonville,,,,,,,4.077777777777779,,,,,,,deg C
WIDNR_WQX-10042018,43.698609,-89.807949,Shadduck Creek at Hwy 13,,,,,,,1.7666666666666666,,,,,,,deg C
WIDNR_WQX-10042185,42.974877,-89.32241,Keenans Creek at Keenan Rd,,10.5,,,,,21,,mg/L,,,,,deg C
WIDNR_WQX-10042186,43.013143,-89.236555,Door Creek at CTH MN,,12.88,,18.4,,,1.1,,mg/L,,mg/L,,,deg C
WIDNR_WQX-10042234,42.573581,-89.411751,Unnamed Trib (877300) to OK Cr at Giese Rd,,,,,,,,,,,,,,
WIDNR_WQX-10042256,43.205895,-89.278583,Token Creek near Mill Road,,10.22,,,,,16.2,,mg/L,,,,,deg C
WIDNR_WQX-10042398,45.539824,-92.02786,Rabbit Island Bay Center,,,,,,,18.5,,,,,,,deg C
WIDNR_WQX-10042405,45.527129,-92.016766,Cemetary Bay #39,,,,,,,16.0,,,,,,,deg C
WIDNR_WQX-10042406,45.533607,-92.014011,City Bay #37C,,,,,,,16.0,,,,,,,deg C
WIDNR_WQX-10042407,45.536608,-92.01301,City Bay #37B,,,,,,,16.0,,,,,,,deg C
WIDNR_WQX-10042408,45.540077,-92.011613,City Bay #37A,,,,,,,16.0,,,,,,,deg C
WIDNR_WQX-10042418,45.289327,-92.384144,King Lake - Center,,5.75,,,,6.18,22.4,,mg/L,,,,,deg C
WIDNR_WQX-10042450,43.649208,-88.176906,East Branch of Milwaukee River (Natural Meander E of Channelized Flow),,8.92,,,,8.33,23.8,,mg/L,,,,,deg C
WIDNR_WQX-10042538,43.114745,-88.984063,Stony Brook at Airport Road,,13.5,,,,,22,,mg/L,,,,,deg C
WIDNR_WQX-10042539,42.939342,-88.592101,Mud Creek at Hwy CI,,9.5,,,,,22,,mg/L,,,,,deg C
WIDNR_WQX-10042611,45.6522,-89.4448,Rhinelander Flowage near Spur Ln,,,,,,,,,,,,,,
WIDNR_WQX-10042666,43.190378,-88.40501,Mason Creek Farm Crossing 1300m US of Hwy CW,,10,,7.00,,7.69,17.8,,mg/L,,mg/L,,,deg C
WIDNR_WQX-10042710,43.175838,-88.400353,Mason Creek 17m US of West Shore Dr,,8.74,,19.0,,8.39,18.6,,mg/L,,mg/L,,,deg C
WIDNR_WQX-10042823,44.100347,-89.260917,Soules Creek tributary - Swamp Rd,,10.02,,,,,64,,mg/L,,,,,deg C
WIDNR_WQX-10042851,42.959165,-89.68171,Deer Creek at Sutter Dr,,10.5,,,,,13 C,,mg/L,,,,,deg C
WIDNR_WQX-10042897,45.319502,-92.702947,Osceola Creek at Osceola Rd,,12,,,,,15,,mg/L,,,,,deg C
WIDNR_WQX-10042899,45.603777,-89.358948,Pelican River at Hwy 47 above River Bend Rd,,9.0,,,,7.2,16.4,,mg/L,,,,,deg C
WIDNR_WQX-10042900,45.599461,-89.29627,N Br Pelican River at Hwy 47,,8.4,,,,7.0,16.2,,mg/L,,,,,deg C
WIDNR_WQX-10042908,44.432671,-89.28415,Tomorrow/Waupaca River at Cth A,,,,,,,2.999999999999999,,,,,,,deg C
WIDNR_WQX-10042916,45.629517,-89.436067,Wisconsin River at Hwy 47/8 Bypass,,7.5,,,,6.8,17.3,,mg/L,,,,,deg C
WIDNR_WQX-10043028,44.270099,-88.298159,Garner's Creek ds of CTH Z,,,,4.00,,,,,,,mg/L,,,
WIDNR_WQX-10043148,42.682571,-88.958852,Blackhawk Creek at Optimist Park Crossing,,11,,,,,13,,mg/L,,,,,deg C
WIDNR_WQX-10043279,44.51633,-88.005878,East River at Harold Lewis Trail off Main Street,,,,10.0,,,,,,,mg/L,,,
WIDNR_WQX-10043361,42.972023,-89.390192,Murphy's Creek at Byrne Rd,,10,,,,,24,,mg/L,,,,,deg C
WIDNR_WQX-10043373,45.354081,-88.595146,Little Pickerel Lake  - Deep Hole,,10,,,,,10.9,,mg/L,,,,,deg C
WIDNR_WQX-10043374,45.347121,-88.590727,Smoke Lake - Deep Hole,,11.4,,,,,12,,mg/L,,,,,deg C
WIDNR_WQX-10043492,43.006131,-89.594962,Trib to Sugar River at White Crossing Rd,,11,,,,,22.8,,mg/L,,,,,deg C
WIDNR_WQX-10043571,43.594603,-88.212912,Auburn Lake Creek at DD,,11.73,,,,7.91,11.67,,mg/L,,,,,deg C
WIDNR_WQX-10043573,43.415671,-88.148812,Quas Creek at Quas Creek Park,,,,,,,3.8,,,,,,,deg C
WIDNR_WQX-10043574,43.111576,-87.942506,Lincoln Creek at Meaux Park,,11.5,,,,,12.78,,mg/L,,,,,deg C
WIDNR_WQX-10043616,45.0734,-89.0499,Moose Lake Station gage,,,,,,,,,,,,,,
WIDNR_WQX-10043650,44.838724,-88.500381,Lulu Lake - Deep Hole,,,,,,,10.666666666666668,,,,,,,deg C
WIDNR_WQX-10043747,45.074286,-89.050535,Moose Lake - Staff Gage,,,,,,,,,,,,,,
WIDNR_WQX-10043752,45.3515,-89.2756,"Deep Hole - Little Partridge Lake, Langlade County",,,,,,,5.555555555555555,,,,,,,deg C
WIDNR_WQX-10043753,45.3521,-89.2634,"Deep Hole, Bullhead Lake, Langlade County",,,,,,,9.555555555555557,,,,,,,deg C
WIDNR_WQX-10043754,45.3437,-89.2693,Horseshoe Lake - Deep Hole,,,,,,,5.166666666666665,,,,,,,deg C
WIDNR_WQX-10043755,45.3659,-89.279,"Deep Hole, Upper Wolf Lake, Langlade County",,,,,,,-2.2222222222222223,,,,,,,deg C
WIDNR_WQX-10043756,45.3632,-89.279,"Deep Hole, Lower Wolf Lake, Langlade County",,,,,,,5.999999999999998,,,,,,,deg C
WIDNR_WQX-10043760,45.3384,-89.2659,"Deep Hole - Saddlebag Lake, Langlade County",,,,,,,5.777777777777777,,,,,,,deg C
WIDNR_WQX-10043762,44.972103,-92.766549,St Croix River - Dike Beach,,,,,,,,,,,,,,
WIDNR_WQX-10043787,45.344,-89.275,"Deep Hole - Partridge Lake, Langlade County",,,,,,,5.555555555555555,,,,,,,deg C
WIDNR_WQX-10043856,44.656685,-91.84661,Unnamed Trib at CTH R (W of Weissinger Rd),,6.73,,,,7.56,16.3,,mg/L,,,,,deg C
WIDNR_WQX-10043857,44.645529,-91.804535,Fall Creek (Spring) DS CTH BB,,,,14.8,,,,,,,mg/L,,,
WIDNR_WQX-10043859,43.18425,-88.961455,Stony Brook on DNR land N of Swamp Rd,,"13,75",,,,,28,,mg/L,,,,,deg C
WIDNR_WQX-10043923,44.5537,-91.3921,Strum Lake Beach,,,,,,,,,,,,,,
WIDNR_WQX-10043924,44.361487,-91.424773,"Island Park Beach, Bugle Lake",,,,,,,,,,,,,,
WIDNR_WQX-10043938,43.225999,-89.146703,Maunesha River at Twin Lane Rd,,,,,,,,,,,,,,
WIDNR_WQX-10043982,43.253099,-87.991765,Mee-Kwon Creek US confluence with Pigeon Creek,,,,,,,,,,,,,,
WIDNR_WQX-10044030,43.235506,-88.119483,Menominee River at Freistadt Road,,,,,,,.5,,,,,,,deg C
WIDNR_WQX-10044031,43.235539,-88.126931,Goldendale Creek at Freistadt Road,,,,,,,3.6,,,,,,,deg C
WIDNR_WQX-10044038,45.281622,-88.599729,Archibald Lake - Staff Gage,,,,,,,,,,,,,,
WIDNR_WQX-10044049,45.233158,-88.370837,Grindle Lake - Staff Gage,,,,,,,,,,,,,,
WIDNR_WQX-10044051,45.309471,-88.473618,Wheeler Lake - Staff Gage,,,,,,,,,,,,,,
WIDNR_WQX-10044052,45.272789,-88.487941,Paya Lake - Staff Gage,,,,,,,,,,,,,,
WIDNR_WQX-10044054,45.045613,-88.242121,Underwood Lake - Staff Gage,,,,,,,,,,,,,,
WIDNR_WQX-10044056,45.354996,-88.913307,Big Twin Lake - Staff Gage,,,,,,,,,,,,,,
WIDNR_WQX-10044057,45.384105,-89.249924,Duck Lake - Staff Gage,,,,,,,,,,,,,,
WIDNR_WQX-10044131,43.2222,-90.749519,Richland Creek - Childs Hollow Rd. bridge,,,,,,,,,,,,,,
WIDNR_WQX-10044254,43.324097,-88.174613,Unnamed Trib (WBIC=23900) to Cedar Creek at Hwy 60,,,,,,,2.7,,,,,,,deg C
WIDNR_WQX-10044279,45.848924,-89.576923,Sureshot Lake - Deep Hole,,8.97,,,,,22.944444444444443,,mg/L,,,,,deg C
WIDNR_WQX-10044346,44.444335,-88.007274,Unnamed Trib.(118500)-Issac Walton League property,,,,,,,4.055555555555554,,,,,,,deg C
WIDNR_WQX-10044593,45.375832,-88.929681,Crystal Lake - Staff Gage,,,,,,,,,,,,,,
WIDNR_WQX-10044726,42.588388,-89.502356,Juda Branch at Hwy KS,,,,,,,,,,,,,,
WIDNR_WQX-10044733,42.650686,-89.48569,Unnamed Tributary to Searles Creek at Decatur-Sylvester Rd,,,,,,,,,,,,,,
WIDNR_WQX-10044735,42.53718,-89.444993,Spring Creek at Mill Road,,,,,,,,,,,,,,
WIDNR_WQX-10044757,43.680408,-88.65725,West Branch Rock River at Neitman Road,,11.02,,,,,3.88,,mg/L,,,,,deg C
WIDNR_WQX-10044904,45.958054,-92.189499,Shoal Lake - Center,,,,,,,,,,,,,,
WIDNR_WQX-10044913,42.6574,-88.6284,Unnamed Trib of Turtle Creek at County Highway O,,11.99,,,,,17.6,,mg/L,,,,,deg C
WIDNR_WQX-10044914,46.041,-89.686,Trout Bog - Deep Spot,,,,,0.792,,,,,,,mg/L,,
WIDNR_WQX-10044917,43.24652,-90.763668,Richland Creek at Byers Road,,8.48,,,,8.02,11.1,,mg/L,,,,,deg C
WIDNR_WQX-10044947,45.2782,-88.5831,Archibald Lake - Staff Gauge - Moved,,,,,,,,,,,,,,
WIDNR_WQX-10045030,44.294105,-91.455555,Trempealeau River - Pietrek County Park Beach,,,,,,,,,,,,,,
WIDNR_WQX-10046787,43.0553,-89.4145,Lake Wingra - North East Site,,,,,,,,,,,,,,
WIDNR_WQX-10046788,43.0505,-89.4299,Lake Wingra - West Central Site,,,,,,,,,,,,,,
WIDNR_WQX-10046810,46.0266,-89.914,West Bay Deep Hole,,,,,,,,,,,,,,
WIDNR_WQX-10046843,43.0666,-88.9255,"Sandy Beach, West of Boat Launch, Rock Lake",,,,,,,,,,,,,,
WIDNR_WQX-10046844,43.0671,-88.9238,"Sandy Beach, East of Boat Launch, Rock Lake",,,,,,,,,,,,,,
WIDNR_WQX-10046845,43.095274,-88.922008,"Tyranena Park, Rock Lake",,,,,,,,,,,,,,
WIDNR_WQX-10046847,43.078671,-88.918624,"Bartel's Beach, Rock Lake",,,,,,,,,,,,,,
WIDNR_WQX-10046976,43.334241,-87.908977,Ulao Creek - Below confluence with Kaul Creek,,7.22,,,,6.98,12.8,,mg/L,,,,,deg C
WIDNR_WQX-10046983,43.3174,-87.9168,Ulao Creek - Gateway RR crossing,,,,2.20,,,,,,,mg/L,,,
WIDNR_WQX-10046985,43.376505,-87.968309,Mole Creek - south of Hillcrest,,,,3.00,,,,,,,mg/L,,,
WIDNR_WQX-10046999,44.315404,-88.171541,Plum Creek at VandeHey Farm crossing,,,,21.7,,,,,,,mg/L,,,
WIDNR_WQX-10047084,43.39808,-90.877377,Tainter Creek at CTH B Bridge Below Norwegian Hollow Road,,12.2,,,,,16.1,,mg/L,,,,,deg C
WIDNR_WQX-10047142,43.648566,-90.590264,Warner Cr. CTH P Bridge,,9.7,,,,,11.7,,mg/L,,,,,deg C
WIDNR_WQX-10047157,44.254104,-88.30621,UNT to Garners Creek 330 meters US CTH CE,,,,4.75,,,13,,,,mg/L,,,deg C
WIDNR_WQX-10047244,44.069568,-89.303753,Bird Creek US Hwy 21 Foot Bridge Crossing,,11.33,,,,7.26,13.33,,mg/L,,,,,deg C
WIDNR_WQX-10047505,43.971072,-89.359484,Crystal Lake - Deep Hole,,,,,,,6.7777777777777795,,,,,,,deg C
WIDNR_WQX-10047553,43.058608,-88.109234,Dousman Ditch at foot bridge south of W North Ave,,14.5,,,,,28.3,,mg/L,,,,,deg C
WIDNR_WQX-10047671,44.747569,-87.526077,Unnamed Tributary to Ahnapee River at CTH H,,9.89,,27.2,,8.4,17.61,,mg/L,,mg/L,,,deg C
WIDNR_WQX-10047672,44.737285,-87.525645,Ahnapee River - 80 m DS WBIC 5013640,,7.79,,4.20,,8.24,17.2,,mg/L,,mg/L,,,deg C
WIDNR_WQX-10047673,44.736089,-87.525192,Ahnapee River - 50 m DS WBIC 5013575,,9.79,,6.20,,8.26,16.87,,mg/L,,mg/L,,,deg C
WIDNR_WQX-10047699,43.408184,-87.9409,"Ehler's Park, upstream of Ehlers Creek",,14.47,,,,8.74,26.67,,mg/L,,,,,deg C
WIDNR_WQX-10047721,44.126723,-87.617558,Forget-Me-Not Creek at Aurora Medical Center,,11.5,,,,,12.8,,mg/L,,,,,deg C
WIDNR_WQX-10048186,42.590739,-88.76151,Darien Creek at North Rd,,8.48,,,,,19.5,,mg/L,,,,,deg C
WIDNR_WQX-10048211,44.443909,-92.105559,Roaring Creek at Peters Rd.,,9.97,,16.4,,8.67,21.4,,mg/L,,mg/L,,,deg C
WIDNR_WQX-10048219,43.040299,-89.184852,Little Door Creek US North Star Rd,,11.5,,,,,19,,mg/L,,,,,deg C
WIDNR_WQX-10048220,43.198478,-87.95692,Lac du Cours Creek at W Le Mont Blvd,,8.42,,,,7.55,11.1,,mg/L,,,,,deg C
WIDNR_WQX-10048222,43.235899,-88.020388,Little Menomonee River at Freistadt Road,,,,2.20,,,4.7,,,,mg/L,,,deg C
WIDNR_WQX-10048223,43.231958,-88.022306,Little Menomonee River,,,,4.00,,,,,,,mg/L,,,
WIDNR_WQX-10048224,43.228818,-88.023493,Little Menomonee River,,,,3.40,,,,,,,mg/L,,,
WIDNR_WQX-10048225,43.225031,-88.02551,Little Menomonee River,,,,9.20,,,,,,,mg/L,,,
WIDNR_WQX-10048226,43.221618,-88.027871,Little Menomonee River at Mequon Road,,,,6.80,,,,,,,mg/L,,,
WIDNR_WQX-10048228,43.213727,-88.039081,Little Menomonee Creek,,,,4.00,,,,,,,mg/L,,,
WIDNR_WQX-10048229,43.211828,-88.033743,Little Menomonee River,,,,7.20,,,,,,,mg/L,,,
WIDNR_WQX-10048230,43.210427,-88.036309,Little Menomonee Creek,,,,6.00,,,,,,,mg/L,,,
WIDNR_WQX-10048231,43.209558,-88.035944,Little Menomonee River,,,,10.8,,,,,,,mg/L,,,
WIDNR_WQX-10048232,43.203447,-88.03948,Little Menomonee River,,,,6.20,,,,,,,mg/L,,,
WIDNR_WQX-10048233,43.192476,-88.038251,Little Menomonee River at County Line Road,,,,7.20,,,,,,,mg/L,,,
WIDNR_WQX-10048389,42.90897,-90.194032,Mineral Point Branch at Barreltown Bird Conservation Area,,11,,,,123,20,,mg/L,,,,,deg C
WIDNR_WQX-10048413,45.169719,-88.296632,Shay Lake - Deep hole,,,,,,,19.444444444444443,,,,,,,deg C
WIDNR_WQX-10048426,45.535764,-92.02625,Beaver Dam Lake - Rabbit Island Bay 5a,,,,,,,18.5,,,,,,,deg C
WIDNR_WQX-10048442,46.260733,-91.047022,Taylor Lake-Deep Hole,,,,,,,,,,,,,,
WIDNR_WQX-10048460,44.997803,-88.138642,Porcupine Lake-Deep Hole,,5.03,,,,,3.3333333333333335,,mg/L,,,,,deg C
WIDNR_WQX-10048502,43.11501,-89.967483,Mill Creek at Amacher Hollow Road,,10.43,,,,8.19,12.9,,mg/L,,,,,deg C
WIDNR_WQX-10048578,44.411175,-89.011914,North Branch Little Wolf River US Confluence Unnamed (273100),,8.5,,,,,18,,mg/L,,,,,deg C
WIDNR_WQX-10048637,43.194397,-90.385003,Kendal Lake - general lake station,,,,,,8.42,,,,,,,,
WIDNR_WQX-10048646,42.808589,-89.797912,Sawmill Creek at CTH H N of Hay Hollow Road,,13.86,,,,8.53,24.4,,mg/L,,,,,deg C
WIDNR_WQX-10048779,43.766121,-89.020964,Roy Creek 20 yards E of CTH O culvert,,10,,,,7,10,,mg/L,,,,,deg C
WIDNR_WQX-10048826,43.513747,-88.98549,Beaver Crk at CTH C,,9,,,,,20,,mg/L,,,,,deg C
WIDNR_WQX-10048870,42.650283,-87.881615,South Branch Pike River at Hawthorn Hollow,,10,,,,,29,,mg/L,,,,,deg C
WIDNR_WQX-10048947,43.861724,-89.808662,Risk Creek - Elk Ave,,,,,,,4.872222222222224,,,,,,,deg C
WIDNR_WQX-10048949,44.811206,-88.889339,Unnamed Trib to North Branch of Embarrass River - Ballpark Rd,,,,,,,,,,,,,,
WIDNR_WQX-10048991,44.690757,-89.26433,Little Wolf Rivery - Hwy 49,,,,,,,0.43333333333333396,,,,,,,deg C
WIDNR_WQX-10049014,44.392626,-89.318519,Spring Creek - Spring Creek Rd,,,,,,,3.06111111111111,,,,,,,deg C
WIDNR_WQX-10049026,44.434238,-89.365716,Bear Creek - Town Line Road,,,,,,,3.2166666666666663,,,,,,,deg C
WIDNR_WQX-10049055,46.0628,-89.50922,Ballard Lake - Musky Alley Deep Hole,,,,,,,9.38888888888889,,,,,,,deg C
WIDNR_WQX-10049228,46.057683,-89.469117,Irving Lake - Island Site,,,,,,,17.055555555555557,,,,,,,deg C
WIDNR_WQX-10049358,43.72144,-87.88001,Mullet River at Sumac Road,,,,10.0,,,,,,,mg/L,,,
WIDNR_WQX-10049438,44.567599,-89.375579,Tomorrow River at CTH Z,,,,,,,0.9333333333333331,,,,,,,deg C
WIDNR_WQX-10050240,44.94827,-91.270847,Lake Wissota - Moon Bay Center,,,,,,,,,,,,,,
WIDNR_WQX-10050591,43.000703,-88.961205,Inlet to Lake Ripley - Preserve Central,,10.74,,8.00,,7.7,5.4,,mg/L,,mg/L,,,deg C
WIDNR_WQX-10050689,43.133355,-90.064605,Lowery Creek at CTH TZ,,,,,,,12.0,,,,,,,deg C
WIDNR_WQX-10050691,43.132677,-90.068604,Unnamed (1241700) at STH 23,,,,,,,14.0,,,,,,,deg C
WIDNR_WQX-10050871,43.362345,-89.671378,Lake Wisconsin - Main Channel off Moon Valley,,,,,,,,,,,,,,
WIDNR_WQX-10050874,43.142288,-90.069936,"Lowery Cr. DS CTH-C,",,,,,,,12.0,,,,,,,deg C
WIDNR_WQX-10050904,43.469675,-87.988026,Sandhill Creek - CTH H,,,,,,,1.67,,,,,,,deg C
WIDNR_WQX-10051096,43.81678,-89.035226,Assemble Creek 350ft N of Green Lake,,10.5,,,,,20.2,,mg/L,,,,,deg C
WIDNR_WQX-10051104,43.113562,-89.93301,Ryan Creek US CTH HH,,12.59,,,,8.53,15.3,,mg/L,,,,,deg C
WIDNR_WQX-10051107,43.043204,-90.027099,Meudt Creek US Sawle Rd.,,1196.5,,,,8.3,6.4,,mg/L,,,,,deg C
WIDNR_WQX-10051108,45.997509,-89.671384,Mann Lake - Staff Gauge,,,,,,,,,,,,,,
WIDNR_WQX-10051137,43.337253,-88.03176,Cedar Creek at Whitetail Lane,,9.35,,,,7.96,23,,mg/L,,,,,deg C
WIDNR_WQX-10051138,43.415333,-88.127781,Unnamed (34800) 660ft W of Milwaukee River,,,,,,,,,,,,,,
WIDNR_WQX-10051139,43.521153,-88.203069,East Branch of the Milwaukee River at HWY 28,,11.83,,,,7.87,14.44,,mg/L,,,,,deg C
WIDNR_WQX-10051141,45.119514,-87.236907,Fish Creek - Dam at the Boardwalk,,6.4,,,,,24,,mg/L,,,,,deg C
WIDNR_WQX-10051156,42.512038,-88.999189,Spring Brook - Leeson Park at E Bridge,,,,,,7.6,19.4,,,,,,,deg C
WIDNR_WQX-10051157,42.843248,-89.170015,Unnamed Trib to Yahara River - W Stebbinsville Road,,,,,,7.6,-0.6,,,,,,,deg C
WIDNR_WQX-10051165,42.641356,-88.521982,Jackson Creek at Petrie Road,,4.5,,,,,18,,mg/L,,,,,deg C
WIDNR_WQX-10051170,43.045683,-89.421475,Marshland Creek (5035948) at Arboretum Drive,,16.19,,,,,-5,,mg/L,,,,,deg C
WIDNR_WQX-10051172,43.804294,-88.966023,Hill Creek at Lakeview Road,,6.5,,,,7,9,,mg/L,,,,,deg C
WIDNR_WQX-10051320,44.870985,-89.168764,Middle Branch Embarrass - Eland Rd.,,12,,2.60,,7.3,11.6,,mg/L,,mg/L,,,deg C
WIDNR_WQX-10051337,42.66812,-90.07378,Pecatonica River and Roller Coaster Rd,,8.74,,43.8,,7.84,22.2,,mg/L,,mg/L,,,deg C
WIDNR_WQX-10051358,45.670216,-89.222078,Starks Creek at Stella Lake Road,,7.81,,10.0,,7.0,14.8,,mg/L,,mg/L,,,deg C
WIDNR_WQX-10051364,45.669099,-89.251991,Starks Creek at Tenderfoot Road,,9.3,,3.60,,7,18.1,,mg/L,,mg/L,,,deg C
WIDNR_WQX-10051476,46.245478,-89.974715,Fisher Lake - West End Deep Hole,,8.94,,,,,15.5,,mg/L,,,,,deg C
WIDNR_WQX-10051573,42.913238,-89.519925,Sugar River - Basco (Neprud Prpty),,11,,,,,23.9,,mg/L,,,,,deg C
WIDNR_WQX-10051652,43.078698,-90.413039,Highland Big Spring,,7.57,,,,7.57,9.5,,mg/L,,,,,deg C
WIDNR_WQX-10051653,43.273789,-89.566639,Lodi Marsh Spring,,12.04,,,,7.05,9.7,,mg/L,,,,,deg C
WIDNR_WQX-10051654,44.910808,-92.528787,Kelly Spring,,6.71,,,,6.7,0.0,,mg/L,,,,,deg C
WIDNR_WQX-10051655,44.21945,-89.21516,Pine River Fishery Area Springs,,4.8,,,,7,8.1,,mg/L,,,,,deg C
WIDNR_WQX-10051656,45.176228,-87.079345,Three Springs,,5.14,,,,6.94,7.9,,mg/L,,,,,deg C
WIDNR_WQX-10051657,46.4442,-91.20935,"Sadjak Springs SNA, Sutherland Road",,6.60,,,,7.42,7.2,,mg/L,,,,,deg C
WIDNR_WQX-10051658,42.93226,-88.46507,Scuppernong Springs,,,,,,7.01,7.777777777777778,,,,,,,deg C
WIDNR_WQX-10051659,44.544714,-92.273534,Maiden Rock Spring,,10.02,,,,7.03,8.7,,mg/L,,,,,deg C
WIDNR_WQX-10051665,45.96972,-92.17591,Cadotte Lake - Deep Hole,,,,,,,,,,,,,,
WIDNR_WQX-10051978,43.923194,-87.934947,Cedar Lake - SE Bay,,,,,,,3.0555555555555554,,,,,,,deg C
